id,code,subject,catalog nbr,section,class nbr,course title,component,units,topics,Bldg,room,days,time,Instructor,Class Enrl Cap,Class Enrl Tot,Class Wait Cap,Class Wait Tot,Class Min Enrl
11532,ISP 340,ISP,340,1,4877,EXCH IN ECUADOR,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11533,ISP 350,ISP,350,1,4878,EXCH IN NORTH AMERICA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11534,ISP 352,ISP,352,1,4879,EXCH IN CANADA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11535,ISP 411,ISP,411,1,4880,EXCH IN AFRICA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11536,ISP 430,ISP,430,1,4881,EXCH IN THE MIDDLE EAST,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11537,ISP 439,ISP,439,1,4882,EXCH IN TURKEY,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11538,ISP 440,ISP,440,1,4883,EXCH IN ASIA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11539,ISP 442,ISP,442,1,4884,EXCH IN THAILAND,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11540,ISP 443,ISP,443,1,4885,EXCH IN SINGAPORE,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,10,999,0,0
11541,ISP 444,ISP,444,1,4886,EXCH IN TAIWAN,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,4,999,0,0
11542,ISP 445,ISP,445,1,4887,EXCH IN CHINA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11543,ISP 446,ISP,446,1,4888,EXCH IN SOUTH KOREA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,5,999,0,0
11544,ISP 447,ISP,447,1,4889,EXCH IN JAPAN,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,6,999,0,0
11545,ISP 452,ISP,452,1,15058,EXCH IN HONG KONG,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",999,5,999,0,0
11546,ISP 460,ISP,460,1,4891,EXCH IN OCEANIA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11547,ISP 462,ISP,462,1,4890,EXCH IN NEW ZEALAND,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,0,999,0,0
11548,ISP 463,ISP,463,1,4892,EXCH IN AUSTRALIA,Lecture(In Person On Campus Learners),0 - 21,A, TBA, TBA , TBA , TBA,"["" Staff""]",99,4,999,0,0
11549,LING 60,LING,60,1,13928,FYS: HOW READING WORKS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" SMITH,JENNIFER L""]",22,22,0,0,0
11550,LING 101,LING,101,604,6468,INTRO TO LANG,Recitation(In Person On Campus Learners),3,A, Murray Hall, G201 , F , 11:15 - 12:05,"["" Staff""]",11,5,999,0, 0 0016
11551,LING 165,LING,165,1,10304,EXPLOR WRLD LANGS,Lecture(Remote Only - All Asynchronous),3,A, TBA, TBA , TBA , TBA,"["" Sui,Yuhan""]",52,51,999,0,0
11552,LING 200,LING,200,1,8613,PHONOLOGY,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, TuTh , 11:00 - 12:15,"["" SMITH,JENNIFER L""]",35,17,999,0,0
11553,LING 202,LING,202,1,13929,LANGUAGE CHANGE,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, MWF , 11:15 - 12:05,"["" MORA-MARIN,DAVID F""]",35,27,999,0,0
11554,LING 360,LING,360,1,9557,INTRO TO HISPANIC LINGUISTICS,Lecture(In Person On Campus Learners),3,A, Dey Hall,101, MW , 11:15 - 12:30,"["" ESTIGARRIBIA,BRUNO""]",3,0,999,0,0
11555,LING 376,LING,376,1,12498,SPAN PHONETICS AND PHONOLOGY,Lecture(In Person On Campus Learners),3,A, Dey Hall,301, MWF , 12:20 - 13:10,"["" RUIZ-GARCIA,MARTHA E""]",3,2,999,0,0
11556,LING 395,LING,395,15,9329,GROUP MENTORED RESEARCH,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" MORA-MARIN,DAVID F""]",2,0,999,0,0
11557,LING 401,LING,401,1,13930,LANGUAGE & COMPUTERS,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, TuTh , 14:00 - 15:15,"["" PERTSOVA,KATYA""]",35,22,999,0,0
11558,LING 460,LING,460,1,12811,TEXTUAL ANALYSIS WITH R,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" MORETON,ALFRED E""]",60,60,999,24,0
11559,LING 493,LING,493,1,9473,INTERNSHIP IN LINGUISTICS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" MORA-MARIN,DAVID F""]",2,0,999,0,0
11560,LING 495,LING,495,19,11632,INDIVIDUAL MENTORED RESEARCH,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11561,LING 496,LING,496,15,8199,INDEPENDENT STUDY,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" MORA-MARIN,DAVID F""]",2,0,999,0,0
11562,LING 520,LING,520,1,4577,LING PHONETICS,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, MWF , 12:20 - 13:10,"["" MORETON,ALFRED E""]",30,24,999,0,0
11563,LING 528,LING,528,1,13933,LANGUAGE ACQUISITION,Lecture(In Person On Campus Learners),3,A, Murphey Hall,222, TuTh , 11:00 - 12:15,"["" BECKER,MISHA K""]",15,12,999,0,0
11564,LING 530,LING,530,1,10625,SYNTACTIC THEORY I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,220, MWF , 14:30 - 15:20,"["" Hsu,Brian""]",20,8,999,0,0
11565,LING 537,LING,537,1,9454,SEMANTIC THEORY I,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, TuTh , 15:30 - 16:45,"["" TERRY,JULES M""]",35,13,999,0,0
11566,LING 541,LING,541,1,8201,SOCIOLINGUISTICS,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, MWF , 13:25 - 14:15,"["" MORA-MARIN,DAVID F""]",30,21,999,0,0
11567,LING 545,LING,545,1,13934,LANGUAGE AND MIND,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, TuTh , 09:30 - 10:45,"["" PERTSOVA,KATYA""]",35,11,999,0,0
11568,LING 700,LING,700,1,9278,LINGUISTICS COLLOQUIUM,Lecture(In Person On Campus Learners),1,A, Smith Bldg,107, F , 15:30 - 16:50,"["" TERRY,JULES M""]",30,8,999,0,0
11569,LING 992,LING,992,15,9488,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" MORA-MARIN,DAVID F""]",5,0,999,0,0
11570,LING 993,LING,993,15,7168,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" MORA-MARIN,DAVID F""]",5,0,999,0,0
11571,LING 994,LING,994,15,6828,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" MORA-MARIN,DAVID F""]",5,0,999,0,0
11572,LTAM 52,LTAM,52,1,15225,"CUBAN REV, LATIN AMERICA & US",Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" PEREZ,LOUIS A""]",14,14,0,0,0
11573,LTAM 101,LTAM,101,1,8315,INTRO LATN AM STUD,Lecture(In Person On Campus + Remote),3,A, Caldwell Hall,103, TuTh , 12:30 - 13:45,"["" Walker,Andrew Joseph""]",17,12,999,0,0
11574,LTAM 697,LTAM,697,1,12631,LT AM CAPSTONE SEMINAR,Lecture(In Person On Campus Learners),3,A, New East,305, TuTh , 12:30 - 13:45,"["" VALDIVIA,GABRIELA L""]",5,4,999,0,0
11575,MATH 110,MATH,110,7,13161,ALGEBRA,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",36,36,999,0,0
11576,MATH 115,MATH,115,1,13346,REASONING WITH DATA,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,101, MWF , 14:30 - 15:20,"["" Staff""]",16,16,999,11,0
11577,MATH 116,MATH,116,1,11833,INTUITIVE CALCULUS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,385, MWF , 11:15 - 12:05,"["" Davis,William Anderson""]",11,2,999,0,0
11578,MATH 118,MATH,118,1,2617,MODERN MATH TOPICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,215, TuTh , 11:00 - 12:15,"["" McCombs,Mark A.""]",78,64,999,0,0
11579,MATH 130,MATH,130,6,2791,PRECALCULUS MATH,Lecture(In Person On Campus Learners),3,A, Phillips Hall,335, MWF , 13:25 - 14:15,"["" Staff""]",36,30,999,0,0
11580,MATH 152,MATH,152,3,12768,CALCULUS BUS/SS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,385, MWF , 12:20 - 13:10,"["" Staff""]",34,34,999,10,0
11581,MATH 210,MATH,210,2,12927,MATH TOOLS FOR DATA SCIENCE,Lecture(In Person On Campus Learners),3,A, Phillips Hall,228, MWF , 09:05 - 09:55,"["" hu,mengqi""]",25,22,999,0,0
11582,MATH 231,MATH,231,626,13349,CALC FUNC ONE VAR I,Recitation(In Person On Campus Learners),4,A, Phillips Hall,367, Th , 15:30 - 16:20,"["" Staff""]",35,18,999,0,0
11583,MATH 232,MATH,232,619,12784,CAL FUNC ONE VAR II,Recitation(In Person On Campus Learners),4,A, Phillips Hall,381, Tu , 17:00 - 17:50,"["" Staff""]",30,10,999,0,0
11584,MATH 233,MATH,233,621,13351,MULTI VARI CALC I,Recitation(In Person On Campus Learners),4,A, Phillips Hall,385, W , 14:30 - 15:20,"["" Staff""]",18,18,999,0,0
11585,MATH 235,MATH,235,603,12556,MATH FOR DATA SCIENCE,Recitation(In Person On Campus Learners),4,A, Phillips Hall,228, Th , 14:00 - 14:50,"["" Staff""]",9,8,999,0,0
11586,MATH 294,MATH,294,1,2696,UNDERGRAD SEM MATH,Lecture(In Person On Campus Learners),3-Jan,A, Phillips Hall,330, W , 16:40 - 17:55,"["" SAWON,JUSTIN""]",20,0,999,0,0
11587,MATH 296,MATH,296,19,13293,DIRECTED EXPLORATION,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11588,MATH 347,MATH,347,3,10621,LINEAR ALGEBRA FOR APPL,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,109, MWF , 09:05 - 09:55,"["" Lou,Yifei""]",132,109,999,0,0
11589,MATH 381,MATH,381,8,13156,DISCRETE MATH,Lecture(In Person On Campus Learners),3,A, Phillips Hall,381, MWF , 09:05 - 09:55,"["" BELKALE,PRAKASH""]",32,32,999,1,0
11590,MATH 521,MATH,521,2,2638,ADVANCED CALCULUS I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,328, TuTh , 08:00 - 09:15,"["" RIMANYI,RICHARD""]",40,40,999,18,0
11591,MATH 523,MATH,523,1,2776,FUNCT COMP VARI APP,Lecture(In Person On Campus Learners),3,A, Phillips Hall,383, MWF , 10:10 - 11:00,"["" Kim,Hanna""]",40,38,999,0,0
11592,MATH 524,MATH,524,1,2639,ELEM DIFFEREN EQUAT,Lecture(In Person On Campus Learners),3,A, Phillips Hall,383, MWF , 14:30 - 15:20,"["" Weser,Daniel""]",40,40,999,25,0
11593,MATH 528,MATH,528,1,2686,MATH METH/PHYS SC I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,332, TuTh , 14:00 - 15:15,"["" FOREST,M GREGORY""]",60,60,999,20,0
11594,MATH 533,MATH,533,1,2640,ELEM THRY NUMBERS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,381, TuTh , 09:30 - 10:45,"["" VARCHENKO,ALEXANDER""]",35,35,999,7,0
11595,MATH 535,MATH,535,3,11193,INTRO TO PROBABIL,Lecture(In Person On Campus Learners),3,A, Hanes Hall,120, TuTh , 17:00 - 18:15,"["" Staff""]",15,15,999,2,0
11596,MATH 548,MATH,548,1,2643,COMB MATH,Lecture(In Person On Campus Learners),3,A, Phillips Hall,332, MWF , 10:10 - 11:00,"["" CHEREDNIK,IVAN""]",50,50,999,37,0
11597,MATH 550,MATH,550,1,2818,TOPOLOGY,Lecture(In Person On Campus Learners),3,A, Phillips Hall,383, MWF , 11:15 - 12:05,"["" Hong,Jiuzu""]",35,32,999,0,0
11598,MATH 551,MATH,551,1,2644,EUCL & NONEUCL GEOM,Lecture(In Person On Campus Learners),3,A, Phillips Hall,385, MWF , 13:25 - 14:15,"["" Smirnov,Andrey""]",40,18,999,0,0
11599,MATH 553,MATH,553,1,10748,MATHEMATICAL BIOLOGY,Lecture(In Person On Campus Learners),3,A, Wilson Hall,213, TuTh , 12:30 - 13:45,"["" SERVEDIO,MARIA R"","" Lerch,Brian""]",12,5,999,0,0
11600,MATH 566,MATH,566,2,17639,NUMERICAL ANALYSIS,Lecture(In Person On Campus Learners),3,A, Hanes Hall,125, MWF , 14:30 - 15:20,"["" ADALSTEINSSON,DAVID""]",40,0,0,0,0
11601,MATH 577,MATH,577,1,2646,LINEAR ALGEBRA,Lecture(In Person On Campus Learners),3,A, Phillips Hall,383, MWF , 12:20 - 13:10,"["" BELKALE,PRAKASH""]",40,38,999,0,0
11602,MATH 590,MATH,590,1,13662,TOPICS IN MATHEMATICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,367, TuTh , 14:00 - 15:15 ALGEBRAIC CURVES & R,"["" Staff""]",0,5,999,0,0
11603,MATH 653,MATH,653,1,2666,INTRO ANALYSIS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,224, MWF , 11:15 - 12:05,"["" WILLIAMS,MARK""]",25,11,999,0,0
11604,MATH 661,MATH,661,1,2647,SCIENTIFIC COMPUTATION I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,367, TuTh , 12:30 - 13:45,"["" GRIFFITH,BOYCE EUGENE""]",23,8,999,0,0
11605,MATH 668,MATH,668,1,2648,APPL MATH METHODS I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,224, TuTh , 14:00 - 15:15,"["" NEWHALL,KATHERINE ALTA""]",20,4,999,0,0
11606,MATH 676,MATH,676,1,2649,"MODULES, LINEAR ALGEBRA",Lecture(In Person On Campus Learners),3,A, Phillips Hall,224, MWF , 14:30 - 15:20,"["" Smirnov,Andrey""]",20,13,999,0,0
11607,MATH 681,MATH,681,1,2819,INTRO TOPOLOGY,Lecture(In Person On Campus Learners),3,A, Phillips Hall,224, TuTh , 09:30 - 10:45,"["" Tosteson,Philip""]",25,9,999,0,0
11608,MATH 751,MATH,751,1,10707,PARTIAL DIFF EQNS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,301, MWF , 09:05 - 09:55,"["" CHRISTIANSON,HANS PEDER""]",15,6,999,0,0
11609,MATH 753,MATH,753,1,2650,MEASR AND INTEGRA,Lecture(In Person On Campus Learners),3,A, Phillips Hall,301, TuTh , 12:30 - 13:45,"["" Rodriguez,Casey Paul""]",15,9,999,0,0
11610,MATH 761,MATH,761,1,2652,"NUMERICAL ODE/PDE, I",Lecture(In Person On Campus Learners),3,A, Phillips Hall,301, TuTh , 09:30 - 10:45,"["" MITRAN,Sorin""]",13,1,999,0,0
11611,MATH 768,MATH,768,1,2823,MATH MODELING I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,224, TuTh , 11:00 - 12:15,"["" FOREST,M GREGORY""]",15,3,999,0,0
11612,MATH 771,MATH,771,1,10619,COMMUTATIVE ALGEBRA,Lecture(In Person On Campus Learners),3,A, Phillips Hall,301, MWF , 13:25 - 14:15,"["" SAWON,JUSTIN""]",15,8,999,0,0
11613,MATH 773,MATH,773,1,2805,LIE GROUPS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,301, TuTh , 11:00 - 12:15,"["" KUMAR,SHRAWAN""]",15,7,999,0,0
11614,MATH 891,MATH,891,1,11674,SPECIAL TOPICS,Lecture(In Person On Campus Learners),3-Jan,A, Phillips Hall,301, MWF , 12:20 - 13:10,"["" Rose,David""]",15,8,999,0,0
11615,MATH 920,MATH,920,98,2682,SEMINAR & DIR READ,Lecture(In Person On Campus Learners),3-Jan,A, Phillips Hall,224, MW , 13:25 - 14:15,"["" THOMAS,MIRANDA DAWN""]",25,2,999,0,0
11616,MATH 921,MATH,921,22,2679,SEMINAR,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",15,0,999,0,0
11617,MATH 925,MATH,925,60,2828,PRACTICAL TRAINING MATH,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11618,MATH 992,MATH,992,64,2702,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" SAWON,JUSTIN""]",10,0,999,0,0
11619,MATH 993,MATH,993,50,2684,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" MCLAUGHLIN,RICHARD M""]",10,0,999,0,0
11620,MATH 994,MATH,994,66,17388,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Stanley,Natalie Mary""]",10,1,0,0,0
11621,ARMY 100,ARMY,100,1,3829,LEADERSHIP LAB,Lab(In Person On Campus Learners),0,A, TBA, TBA , W , 14:30 - 16:30,NULL,90,41,999,0,0
11622,ARMY 101,ARMY,101,1,3830,INTRODUCTION TO THE ARMY,Lecture(In Person On Campus Learners),1,A, TBA, TBA , W , 11:15 - 12:05,"["" Rosen,Oren M""]",32,13,999,0, 0 0019
11623,ARMY 196,ARMY,196,1,3832,INDEPENDENT STUDY,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0, 0 0021
11624,ARMY 201,ARMY,201,1,3833,LEADERSHIP AND,DECISION(In Person On Campus Learners),MAKINGLecture 2,A, TBA, TBA , MW , 12:20 - 13:10,"["" Rosen,Oren M""]",30,15,999,0, 0 0019
11625,ARMY 301,ARMY,301,1,3834,ARMY TRAINING MANAGEMENT,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 14:00 - 15:15,"["" Rosen,Oren M""]",28,14,999,0, 0 0015
11626,ARMY 401,ARMY,401,1,3835,THE ARMY OFFICER,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 15:30 - 16:45,"["" Rosen,Oren M""]",32,19,999,0, 0 0015
11627,ARMY 402,ARMY,402,1,9734,COMPANY GRADE LEADERSHIP,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",32,0,999,0,0
11628,ARMY 493,ARMY,493,1,7978,ARMY LEADERSHIP TRAINING,Lecture(In Person On Campus Learners),1,A, TBA, TBA , TBA , TBA,"["" Staff""]",30,3,999,0,0
11629,MTSC 710,MTSC,710,1,8828,SEMINAR IN MATERIALS,SCIENCE(In Person On Campus Learners),1Lecture 1,A, Murray Hall,1127, F , 12:20 - 13:35,"["" Harkins,Heidi Anne""]",15,3,999,0,0
11630,MTSC 718,MTSC,718,1,10363,MTSC SEMINAR,Lecture(In Person On Campus Learners),1,A, Chapman Hall,125, Tu , 16:00 - 17:00,"["" LOPEZ,RENE""]",40,20,999,0,0
11631,MTSC 765,MTSC,765,1,14626,ELECTRONIC MATERIALS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 12:30 - 13:45,"["" Huang,Jinsong""]",20,1,999,0,0
11632,MTSC 780,MTSC,780,1,9076,ADVANCED MATERIALS SCIENCE,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,318, MW , 14:30 - 15:45,"["" Bai,Wubin""]",30,4,999,0,0
11633,MTSC 989,MTSC,989,989,12844,MTSC INTERNSHIP Field,Work(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
11634,MTSC 992,MTSC,992,1,6262,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0,0
11635,MTSC 994,MTSC,994,22,10385,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" LI,YUN""]",10,0,999,0,0
11636,MUSC 51,MUSC,51,1,2426,FYS MUSIC AND PHYSICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,206, TuTh , 14:00 - 15:15,"["" MCNEIL,LAURIE E"","" WISSICK,BRENT S""]",11,11,10,0,0
11637,MUSC 63,MUSC,63,1,13429,FYS MUSIC STAGE & SCREEN,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,3029, TuTh , 09:30 - 10:45,"["" Gatdula,Anna Beatrice""]",22,22,0,0,0
11638,MUSC 64,MUSC,64,1,15010,FYS LISTENING TO MUSIC,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,3029, TuTh , 11:00 - 12:15,"["" Staff""]",24,24,0,0,0
11639,MUSC 89,MUSC,89,1,2461,FYS: SPECIAL TOPICS,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, TuTh , 15:30 - 16:45 MUSIC AND WOMEN'S RI,"["" MACNEIL,ANNE E""]",21,21,0,0,0
11640,MUSC 100,MUSC,100,6,13247,INDIV KEYBOARD LESSONS,Lecture(In Person On Campus Learners),0.5 - 1,A, TBA, TBA , TBA , TBA,"["" Staff""]",3,1,999,0,0
11641,MUSC 102,MUSC,102,5,2294,INDIVIDUAL VOICE LESSONS,Lecture(In Person On Campus Learners),0.5 - 1,A, TBA, TBA , TBA , TBA,"["" Sparks,Timothy W.""]",12,0,999,0, 0 0021
11642,MUSC 103,MUSC,103,22,13166,INDIV STRING LESSONS,Lecture(In Person On Campus Learners),0.5 - 1,A, TBA, TBA , TBA , TBA,"["" Smith,Henry""]",8,2,999,0,0
11643,MUSC 104,MUSC,104,9,11670,INDIV WOODWIND LESSONS,Lecture(In Person On Campus Learners),0.5 - 1,A, TBA, TBA , TBA , TBA Jazz Saxophone,"["" Barber,Rahsaan Jelani""]",8,2,999,0, 0 0021
11644,MUSC 105,MUSC,105,6,2298,INDIVIDUAL BRASS LESSONS,Lecture(In Person On Campus Learners),0.5 - 1,A, TBA, TBA , TBA , TBA Euphonium,"["" KRIS,MICHAEL A""]",10,1,999,0, 0 0021
11645,MUSC 106,MUSC,106,2,2373,INDIV PERCUSSION LESSONS,Lecture(In Person On Campus Learners),0.5 - 1,A, TBA, TBA , TBA , TBA Drumset,"["" DAVIS,DANIEL R.""]",10,1,999,0, 0 0021
11646,MUSC 110,MUSC,110,2,2409,GROUP LESSONS IN PIANO,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,3030, MF , 10:10 - 11:00,"["" Radtke,Heidi Johanna""]",12,12,999,0,0
11647,MUSC 111,MUSC,111,2,2428,GROUPS LESSONS IN VOICE,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,2030, Tu , 14:00 - 15:15,"["" ZWICKER,MELISSA BETH""]",12,8,999,0,0
11648,MUSC 112,MUSC,112,2,2396,GROUP LESSONS IN STRINGS,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,3029, Th , 17:00 - 18:30 Guitar Lessons,"["" Stewart,William J.""]",15,15,999,0,0
11649,MUSC 120,MUSC,120,01F,2385,FOUNDATIONS IN MUSIC,Lecture(In Person On Campus Learners),3,A, Person Hall,100, MW , 10:10 - 11:25,"["" Pomeroy-Andre,Naomi Adele""]",33,33,0,0,0
11650,MUSC 121,MUSC,121,2,15312,FUND OF TONAL MUSIC I,Lecture(In Person On Campus Learners),3,A, Hill Hall,107, TuTh , 12:30 - 13:45,"["" Saviola,Stephen""]",25,17,999,0,0
11651,MUSC 123,MUSC,123,1,13430,DICT I: ENGLISH/ITALIAN,Lecture(In Person On Campus Learners),1,A, Hill Hall,201, TuTh , 09:30 - 10:20,"["" Sparks,Timothy W.""]",20,2,999,0,0
11652,MUSC 128,MUSC,128,4,12795,IMPROVISATION WITHOUT BORDERS,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,2030, M , 12:20 - 13:10,"["" Staff""]",17,17,999,0,0
11653,MUSC 132,MUSC,132,1,2397,TONAL THEORY II,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,2131, TuTh , 09:30 - 10:45,"["" Staff""]",60,15,999,0, 0 0011
11654,MUSC 135,MUSC,135,1,2400,JAZZ THEORY,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,3030, TuTh , 14:00 - 15:15,"["" ANDERSON,STEPHEN R""]",30,30,999,0,0
11655,MUSC 136,MUSC,136,1,2391,KEYBOARD SKILLS I,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,3030, TuTh , 12:30 - 13:20,"["" Staff""]",14,12,999,0, 0 0011
11656,MUSC 142,MUSC,142,1,14971,GREAT MUSICAL WORKS,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,2030, TuTh , 12:30 - 13:45,"["" Gatdula,Anna Beatrice""]",30,24,999,0,0
11657,MUSC 145,MUSC,145,1,2401,INTRO TO JAZZ,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,121, TuTh , 11:00 - 12:15,"["" ANDERSON,STEPHEN R""]",185,149,999,0,0
11658,MUSC 148,MUSC,148,1,10638,INTRODUCTION TO BLACK MUSIC,Lecture(In Person On Campus Learners),3,A, Hill Hall,107, TuTh , 09:30 - 10:45,"["" Harcus,Aaron Andrew""]",50,44,999,0,0
11659,MUSC 151,MUSC,151,1,12856,THE AMERICAN STAGE MUSICAL,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, TuTh , 14:00 - 15:15,"["" Lain,LaToya Andriel""]",9,9,999,0,0
11660,MUSC 156,MUSC,156,2,11337,BEAT MAKING LAB,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,2131, W , 13:25 - 16:15,"["" Shipman,Maya Simone""]",24,24,999,1,0
11661,MUSC 161,MUSC,161,2,12792,MUSIC PRODUCTION I,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,1206, MW , 12:20 - 13:35,"["" Vega,Pablo M""]",25,25,999,4,0
11662,MUSC 168,MUSC,168,1,2358,BASIC CONDUCTING,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,1201, TuTh , 09:30 - 10:45,"["" FELDMAN,EVAN ANDREW""]",12,8,999,0, 0 0011
11663,MUSC 188,MUSC,188,1,11748,WOMEN AND MUSIC,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, TuTh , 09:30 - 10:45,"["" Staff""]",44,44,999,0,0
11664,MUSC 200,MUSC,200,6,2410,ADVANCED KEYBOARD LESSON,Lecture(In Person On Campus Learners),2,A, TBA, TBA , TBA , TBA Jazz Piano,"["" ANDERSON,STEPHEN R""]",6,5,999,0, 0 0011
